review_id,user_id,business_id,date,service_name,state,rec_score,q_responses,business_name,bus_lat,bus_log,stars,user_review,categories,user_name,review_count,average_stars,gender,age,user_log,user_lat,nearest_businesses,shortest_distance,distances,composite_score
260,95,41,2013-08-15 20:25:20,Burger Tuesdays,2,8,1,Mojo Palace,-1.974951,30.1363437,3.8,36.0,"Nightlife, Bars, Restaurants, American (Traditional)",Jackie,302,4.0,2,25,30.59807831049352,-1.7837624353260624,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'MU Salon', 'Papyrus Restaurant Gishushu']",0.900303612365926,"[0.900303612365926, 0.900303612365926, 0.900303612365926, 0.9727443075194859, 1.0042687612414616]",6.321827364497302
50,212,120,2016-03-17 16:00:31,Mexican restaurant,2,5,1,Step Up Solutions Ltd,-1.9615774,30.09566409999999,5.0,3.0,"Mexican, Restaurants, Bars, Tex-Mex, Nightlife",Kristen,500,4.03,0,25,30.74614000374122,-1.722403237541002,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'MU Salon', 'Papyrus Restaurant Gishushu']",1.2293053381587382,"[1.2293053381587382, 1.2293053381587382, 1.2293053381587382, 1.30398312451971, 1.3374283567371004]",5.569035013727063
320,338,120,2010-05-14 16:16:09,Bar service,2,6,1,Step Up Solutions Ltd,-1.9615774,30.09566409999999,5.0,3.0,"Mexican, Restaurants, Bars, Tex-Mex, Nightlife",Elisha,64,3.72,1,30,30.193353570702445,-1.8061184118511973,"['MU Salon', 'Princes and Princesses of Heaven', 'Papyrus Restaurant Gishushu', 'Papyrus Restaurant Gishushu', 'Pili Pili']",0.30613244968812253,"[0.30613244968812253, 0.3980509751655122, 0.41122413426540044, 0.41122413426540044, 0.42662403070576166]",6.276069243115369
375,71,120,2017-11-18 21:51:06,Mexican restaurant,2,6,-1,Step Up Solutions Ltd,-1.9615774,30.09566409999999,5.0,3.0,"Mexican, Restaurants, Bars, Tex-Mex, Nightlife",Nicole,51,3.96,0,35,30.35601703666277,-1.9504013726581817,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'Nyandungu RestaurantBourbon Coffee', 'Papyrus Restaurant Gishushu']",0.26181820845824116,"[0.26181820845824116, 0.26181820845824116, 0.26181820845824116, 0.38313814189170986, 0.4136776757602609]",5.832282125333729
380,223,6,2015-05-27 21:21:10,Restaurant service,2,8,1,Iriba Bar  Terrace,-1.9535512,30.0622899,4.1,47.0,"Vietnamese, Restaurants, Food, Thai, Coffee & Tea, Laotian",Carol,745,3.4,0,30,30.61669548660696,-1.6507575346167973,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'MU Salon', 'Papyrus Restaurant Gishushu']",1.1651191217013754,"[1.1651191217013754, 1.1651191217013754, 1.1651191217013754, 1.1670736892051905, 1.2248320764038885]",6.105043516202029
66,149,29,2011-10-27 23:30:47,Restaurant service,2,8,1,Cafè Camellia MIC,-1.9423596,30.0607747,4.3,105.0,"Nightlife, Bars, Lounges, Sports Bars, Gay Bars",Brian,10,3.82,1,32,29.01145072099091,-2.588086787729524,"['Piano Bar', 'Mimoza Bar', 'Range group', 'Range group', 'Range group']",1.8696313051948705,"[1.8696313051948705, 1.8849772988466793, 1.9029123033674484, 1.9029123033674484, 1.9029123033674484]",5.727399695018105
282,142,90,2013-05-07 19:25:23,Restaurant dining,1,9,1,Thella Cafe,-1.9214617,30.0728937,4.4,16.0,"Cafes, Pakistani, Juice Bars & Smoothies, Restaurants, Ice Cream & Frozen Yogurt, Halal, Indian, Coffee & Tea, Food",Kat,44,4.09,0,30,30.46014840285829,-2.0525396388241752,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'Nyandungu RestaurantBourbon Coffee', 'Ubumuntu Store']",0.44697700085301606,"[0.44697700085301606, 0.44697700085301606, 0.44697700085301606, 0.5653990517823315, 0.63093439411022]",6.012766929607429
162,275,90,2014-04-02 01:08:55,Food service,1,10,1,Thella Cafe,-1.9214617,30.0728937,4.4,16.0,"Cafes, Pakistani, Juice Bars & Smoothies, Restaurants, Ice Cream & Frozen Yogurt, Halal, Indian, Coffee & Tea, Food",Mahalakshmi,7,3.33,2,35,29.467153049916643,-2.4749068654455475,"['Mimoza Bar', 'Piano Bar', 'Water Access Rwanda', 'Range group', 'Range group']",1.0350904472889046,"[1.0350904472889046, 1.0521645984197714, 1.0751918018516244, 1.0804311474682982, 1.0804311474682982]",5.842370811802154
61,40,90,2011-10-27 20:51:18,Customer service,1,9,1,Thella Cafe,-1.9214617,30.0728937,4.4,16.0,"Cafes, Pakistani, Juice Bars & Smoothies, Restaurants, Ice Cream & Frozen Yogurt, Halal, Indian, Coffee & Tea, Food",Reya,145,3.9,2,30,29.62649667416687,-2.516119618635352,"['Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Mimoza Bar']",0.8608685488125962,"[0.8608685488125962, 0.8608685488125962, 0.8608685488125962, 0.8608685488125962, 0.9881174286337421]",5.724490301059673
332,24,7,2016-12-04 03:22:19,Restaurant service,2,8,1,Kokobe,-1.968971,30.0470846,0.0,0.0,"Restaurants, Burgers, American (New), Food, American (Traditional), Nightlife, Bars, Cocktail Bars, Salad",Amy,21,4.1,0,35,30.649757978241738,-2.3460389526115693,"['Posada Lounge', 'Mojo Palace', 'Mojo Palace', 'Mojo Palace', 'Mojo Palace']",1.1415856040520016,"[1.1415856040520016, 1.1515638999925273, 1.1515638999925273, 1.1515638999925273, 1.1515638999925273]",4.5817788925144765
257,72,7,2016-07-03 20:14:37,Burger restaurant,1,9,1,Kokobe,-1.968971,30.0470846,0.0,0.0,"Restaurants, Burgers, American (New), Food, American (Traditional), Nightlife, Bars, Cocktail Bars, Salad",Andrew,14,4.31,1,45,30.143229514743677,-1.6667039232977228,"['ECO WASH  STEAM', 'MU Salon', 'Kunda Gelato  Gacuriro', 'Kunda Gelato  Gacuriro', 'Kunda Gelato  Gacuriro']",0.6134390675388454,"[0.6134390675388454, 0.6419329210482677, 0.6553488485671327, 0.6553488485671327, 0.6553488485671327]",4.351740584016061
251,303,7,2016-07-14 22:50:22,Restaurant service,3,3,-1,Kokobe,-1.968971,30.0470846,0.0,0.0,"Restaurants, Burgers, American (New), Food, American (Traditional), Nightlife, Bars, Cocktail Bars, Salad",Sophia,1,2.0,0,35,29.677800481047957,-2.313400590286925,"['Mimoza Bar', 'Piano Bar', 'Water Access Rwanda', 'Range group', 'Range group']",0.4683716978538674,"[0.4683716978538674, 0.5104561438058494, 0.5126787289102671, 0.5318384069636348, 0.5318384069636348]",3.120209264800109
311,65,7,2015-06-08 22:22:43,Restaurant dining,1,10,1,Kokobe,-1.968971,30.0470846,0.0,0.0,"Restaurants, Burgers, American (New), Food, American (Traditional), Nightlife, Bars, Cocktail Bars, Salad",Josh,312,3.38,1,35,29.673851308125965,-2.382208478555765,"['Mimoza Bar', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium']",0.6351700836014429,"[0.6351700836014429, 0.676209741337436, 0.676209741337436, 0.676209741337436, 0.676209741337436]",4.262740176764144
149,246,7,2016-01-04 15:40:26,Restaurant service,2,8,1,Kokobe,-1.968971,30.0470846,0.0,0.0,"Restaurants, Burgers, American (New), Food, American (Traditional), Nightlife, Bars, Cocktail Bars, Salad",Sha,441,4.18,2,30,30.292476244086195,-1.5406195903448812,"['MU Salon', 'ECO WASH  STEAM', 'Sizzling Plates Restaurant', 'Sizzling Plates Restaurant', 'Sizzling Plates Restaurant']",1.0086207649941925,"[1.0086207649941925, 1.0495439071961934, 1.086859302455135, 1.086859302455135, 1.086859302455135]",4.804356426542563
6,245,7,2014-09-26 16:13:15,Customer service,2,8,1,Kokobe,-1.968971,30.0470846,0.0,0.0,"Restaurants, Burgers, American (New), Food, American (Traditional), Nightlife, Bars, Cocktail Bars, Salad",Lisa,12,3.69,0,35,29.77927548486404,-2.577752721682499,"['Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Mimoza Bar']",0.7156912723628294,"[0.7156912723628294, 0.7156912723628294, 0.7156912723628294, 0.7156912723628294, 1.1023565046917796]",4.568704291554642
145,234,7,2017-07-08 18:19:18,Restaurant service,2,8,1,Kokobe,-1.968971,30.0470846,0.0,0.0,"Restaurants, Burgers, American (New), Food, American (Traditional), Nightlife, Bars, Cocktail Bars, Salad",Wesley,11,3.45,1,35,29.21735768128269,-1.93153774818326,"['Furniture House Ltd', 'La Terrasse Bar', 'La Terrasse Bar', 'Glamour Shop', 'Glamour Shop']",0.516694700498052,"[0.516694700498052, 1.0250410331009003, 1.0250410331009003, 1.0260004289799176, 1.0260004289799176]",4.673346188448886
211,132,103,2016-09-30 22:33:32,Auto repair service,3,2,-1,Kicukiro Motors,-1.9701289,30.1006084,0.0,0.0,"Auto Parts & Supplies, Automotive, Auto Repair, Oil Change Stations, Tires",Sean,11,3.09,1,35,29.83267206961533,-1.8155706248503165,"['Thella Cafe', 'Thella Cafe', 'Thella Cafe', 'Thella Cafe', 'Quincaillerie Siza']",0.156172742969532,"[0.156172742969532, 0.156172742969532, 0.156172742969532, 0.156172742969532, 0.16872329418260276]",3.3430967050187093
63,35,140,2014-01-17 15:12:23,Convenience store,2,8,1,Meze Fresh,-1.9533601,30.095135,4.4,892.0,"Restaurants, Automotive, Delis, Gas Stations, Food, Coffee & Tea, Sandwiches, Convenience Stores",Megh,103,3.65,2,30,29.7679619951458,-2.151564739253806,"['Mimoza Bar', 'Water Access Rwanda', 'Range group', 'Range group', 'Range group']",0.01986628165995176,"[0.01986628165995176, 0.066145453371532, 0.10707265221959662, 0.10707265221959662, 0.10707265221959662]",6.844264214938364
143,203,102,2012-06-26 16:17:59,Burger joint,2,7,1,Flame Tree Village,-1.9457834,30.1041224,4.1,41.0,"Food, Burgers, Restaurants",Paul,48,3.38,1,30,30.15388354537604,-2.1202643138850705,"['Mojo Palace', 'Mojo Palace', 'Mojo Palace', 'Mojo Palace', 'Posada Lounge']",0.011675678972776361,"[0.011675678972776361, 0.011675678972776361, 0.011675678972776361, 0.011675678972776361, 0.06833358416733944]",6.272245929165044
331,126,102,2011-08-24 20:59:31,Burger restaurant,2,7,1,Flame Tree Village,-1.9457834,30.1041224,4.1,41.0,"Food, Burgers, Restaurants",Daniel,3,4.33,1,35,29.310542560086333,-2.6121160942442723,"['Mimoza Bar', 'Piano Bar', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium']",1.500803340204628,"[1.500803340204628, 1.513212210976156, 1.5331188263019702, 1.5331188263019702, 1.5331188263019702]",5.665447993360708
167,318,102,2014-07-13 16:24:31,Restaurant dining,2,5,1,Flame Tree Village,-1.9457834,30.1041224,4.1,41.0,"Food, Burgers, Restaurants",Ed,85,3.53,1,35,30.028735370966317,-2.3250772958881183,"['Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Naman Restaurant']",0.1028662606593774,"[0.1028662606593774, 0.1028662606593774, 0.1028662606593774, 0.1028662606593774, 0.3754407379475331]",5.587137701348252
279,352,102,2013-09-04 02:57:19,Fast Casual,2,7,1,Flame Tree Village,-1.9457834,30.1041224,4.1,41.0,"Food, Burgers, Restaurants",Amanda,510,4.19,0,30,30.7560301152112,-2.245406331681391,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'Mojo Palace', 'Mojo Palace']",1.1882705147271049,"[1.1882705147271049, 1.1882705147271049, 1.1882705147271049, 1.2480042288791506, 1.2480042288791506]",5.906233084397505
121,36,102,2012-11-06 17:59:46,Fast food,3,4,-1,Flame Tree Village,-1.9457834,30.1041224,4.1,41.0,"Food, Burgers, Restaurants",Eric,9,4.0,1,35,30.38254278315526,-2.243801136911267,"['Posada Lounge', 'Mojo Palace', 'Mojo Palace', 'Mojo Palace', 'Mojo Palace']",0.5501712099145384,"[0.5501712099145384, 0.5635861656156053, 0.5635861656156053, 0.5635861656156053, 0.5635861656156053]",5.699249823092909
197,106,88,2014-01-17 21:44:32,Hostess service,2,5,1,Legacy Lounge  Wine Bar,-1.946694,30.061962,4.0,8.0,"American (New), Bars, Nightlife, Lounges, Restaurants",Erin,72,3.54,0,35,29.645828130028438,-1.9807910646811748,"['La Terrasse Bar', 'La Terrasse Bar', 'Glamour Shop', 'Glamour Shop', 'Ikaze']",0.1752689170307216,"[0.1752689170307216, 0.1752689170307216, 0.1788110667948741, 0.1788110667948741, 0.24491002864943465]",5.457263460584935
256,297,88,2014-10-27 06:39:16,Restaurant service,2,5,1,Legacy Lounge  Wine Bar,-1.946694,30.061962,4.0,8.0,"American (New), Bars, Nightlife, Lounges, Restaurants",Jugal,8,3.63,2,30,30.28221842560414,-1.484960757290191,"['MU Salon', 'ECO WASH  STEAM', 'Kunda Gelato  Gacuriro', 'Kunda Gelato  Gacuriro', 'Kunda Gelato  Gacuriro']",1.1391536726290814,"[1.1391536726290814, 1.14050408548963, 1.1934611487961464, 1.1934611487961464, 1.1934611487961464]",5.209948333650618
353,128,88,2007-12-10 22:59:22,Sports bar,2,7,1,Legacy Lounge  Wine Bar,-1.946694,30.061962,4.0,8.0,"American (New), Bars, Nightlife, Lounges, Restaurants",Emma,114,3.97,0,30,29.581333293786965,-2.4342486834275223,"['Mimoza Bar', 'Piano Bar', 'Water Access Rwanda', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium']",0.8281010837620645,"[0.8281010837620645, 0.8605379228626505, 0.8712794574316296, 0.8770915907687759, 0.8770915907687759]",5.829650033455936
259,156,19,2012-11-06 15:23:41,Car dealership,3,3,-1,Akagera Motors,-1.9675829,30.0916436,4.1,219.0,"Car Dealers, Auto Parts & Supplies, Auto Repair, Hotels & Travel, Automotive, Car Rental",Parker,288,4.07,1,45,29.45347719110176,-2.3925350039256226,"['Mimoza Bar', 'Piano Bar', 'Range group', 'Range group', 'Range group']",0.8926137884906067,"[0.8926137884906067, 0.894483879656139, 0.9253091373165544, 0.9253091373165544, 0.9253091373165544]",5.161952937524171
343,332,19,2016-07-14 23:32:23,Car dealership,3,1,1,Akagera Motors,-1.9675829,30.0916436,4.1,219.0,"Car Dealers, Auto Parts & Supplies, Auto Repair, Hotels & Travel, Automotive, Car Rental",Alperen,1,1.0,1,30,29.77085577372142,-2.0916280669563694,"['Kuruhimbi Milk bar', 'Kuruhimbi Milk bar', 'Kuruhimbi Milk bar', 'Kokobe', 'Kokobe']",0.02395410849476945,"[0.02395410849476945, 0.02395410849476945, 0.02395410849476945, 0.04856716368973282, 0.04856716368973282]",4.639675655124959
218,251,18,2016-06-22 20:20:54,Frozen yogurt shop,2,6,1,Kuruhimbi Milk bar,-1.970524,30.05012899999999,4.1,15.0,"Bubble Tea, Ice Cream & Frozen Yogurt, Food, Juice Bars & Smoothies",Kelly,108,4.43,0,25,30.68062270762606,-2.197816376813829,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'Mojo Palace', 'Mojo Palace']",0.9977817301695322,"[0.9977817301695322, 0.9977817301695322, 0.9977817301695322, 1.0743538147577092, 1.0743538147577092]",5.680245416954189
393,43,18,2013-06-24 13:57:46,Frozen Yogurt,2,8,1,Kuruhimbi Milk bar,-1.970524,30.05012899999999,4.1,15.0,"Bubble Tea, Ice Cream & Frozen Yogurt, Food, Juice Bars & Smoothies",Nina,263,4.07,0,25,30.21037766808098,-1.4687822843519152,"['ECO WASH  STEAM', 'MU Salon', 'Kunda Gelato  Gacuriro', 'Kunda Gelato  Gacuriro', 'Kunda Gelato  Gacuriro']",1.090080352266232,"[1.090080352266232, 1.1532893313760293, 1.1616735658013493, 1.1616735658013493, 1.1616735658013493]",6.2511507416431815
384,157,18,2012-09-10 19:17:38,Smoothie bar,1,10,1,Kuruhimbi Milk bar,-1.970524,30.05012899999999,4.1,15.0,"Bubble Tea, Ice Cream & Frozen Yogurt, Food, Juice Bars & Smoothies",Sarah,16,4.29,0,30,29.784262462290283,-2.000462168472565,"['Nshuti Coffee Shop  Fast Food', 'Apple iphone repair', 'Apple iphone repair', 'Apple iphone repair', 'M Peace Plaza']",0.027058446120320562,"[0.027058446120320562, 0.036195625611482235, 0.036195625611482235, 0.036195625611482235, 0.04464683923900187]",6.404586577062296
48,151,126,2015-01-04 07:22:15,Cheesesteak restaurant,1,10,1,Kigali Fast Food,-1.928142,30.0715577,3.7,213.0,"Sandwiches, Restaurants, Cheesesteaks",Mike,6,3.57,1,35,29.29156459639494,-1.776768895598344,"['Furniture House Ltd', 'Glamour Shop', 'Glamour Shop', 'La Terrasse Bar', 'La Terrasse Bar']",0.49586726065594233,"[0.49586726065594233, 0.9925827749578503, 0.9925827749578503, 0.9948533555686235, 0.9948533555686235]",5.90884804240235
85,180,126,2013-12-29 03:03:12,Restaurant dining,2,5,1,Kigali Fast Food,-1.928142,30.0715577,3.7,213.0,"Sandwiches, Restaurants, Cheesesteaks",Walt,513,3.76,1,35,29.95825620870277,-1.963123523564944,"['Ivuka Arts', 'Japanda Restaurant', 'Chillax Lounge', 'Chillax Lounge', 'Chillax Lounge']",0.027289060707383732,"[0.027289060707383732, 0.03870959659853472, 0.056888943020523865, 0.056888943020523865, 0.056888943020523865]",5.570521822925943
125,172,126,2013-01-02 23:21:20,Cheese steak restaurant,1,9,1,Kigali Fast Food,-1.928142,30.0715577,3.7,213.0,"Sandwiches, Restaurants, Cheesesteaks",Jan,233,4.02,1,45,29.373662707039472,-1.5510676929922205,"['Furniture House Ltd', 'Pet Veterinary And Pet Shop Kigali Rwanda', 'Chic Cafe Resto', 'Salon la beaute', 'Glamour Shop']",0.9306840167166148,"[0.9306840167166148, 1.186062082885923, 1.186062082885923, 1.1906266055234733, 1.261295732366126]",5.5645771436411255
172,340,107,2008-08-18 17:43:18,Fine dining,2,7,1,Sizzling Plates Restaurant,-1.9266933,30.1005472,4.5,98.0,"Chinese, Restaurants",Jesse,264,3.9,1,35,29.80747766305231,-1.673396697907913,"['ECO WASH  STEAM', 'Thella Cafe', 'Thella Cafe', 'Thella Cafe', 'Thella Cafe']",0.45799823599641565,"[0.45799823599641565, 0.517146982635494, 0.517146982635494, 0.517146982635494, 0.517146982635494]",6.395859600356799
276,300,107,2006-05-23 00:06:31,Restaurant dining,1,9,1,Sizzling Plates Restaurant,-1.9266933,30.1005472,4.5,98.0,"Chinese, Restaurants",Keith,192,3.8,1,35,30.60943986330697,-1.854851152094648,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'Nyandungu RestaurantBourbon Coffee', 'MU Salon']",0.820276680593226,"[0.820276680593226, 0.820276680593226, 0.820276680593226, 0.9424822725911879, 0.9465946019481154]",5.92226625635892
356,81,110,2016-01-04 07:12:18,Coffee shop,1,10,1,Repub Lounge,-1.952211,30.0815642,4.5,808.0,"Restaurants, Breakfast & Brunch, Vegan, Bagels, Food, Coffee & Tea",Peter,9,5.0,1,30,29.367031513392785,-2.446504354204484,"['Piano Bar', 'Mimoza Bar', 'Range group', 'Range group', 'Range group']",1.109989060185444,"[1.109989060185444, 1.1114166761038924, 1.1414384162111506, 1.1414384162111506, 1.1414384162111506]",6.224703902869227
358,301,110,2014-12-17 20:45:28,Coffee shop,2,8,1,Repub Lounge,-1.952211,30.0815642,4.5,808.0,"Restaurants, Breakfast & Brunch, Vegan, Bagels, Food, Coffee & Tea",Jeanne,36,3.89,0,30,30.56639039373629,-1.7404394197547637,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'MU Salon', 'Papyrus Restaurant Gishushu']",0.9281131829552663,"[0.9281131829552663, 0.9281131829552663, 0.9281131829552663, 0.9609963437049894, 1.0064609482848563]",6.526547864315141
24,147,169,2009-10-14 05:29:40,Customer service,3,4,1,Kigali Serena Hotel,-1.9563487,30.0626445,4.5,1709.0,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",Brady,140,3.26,1,40,30.63451244036945,-2.057601140442338,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'Nyandungu RestaurantBourbon Coffee', 'Mojo Palace']",0.7883466718030675,"[0.7883466718030675, 0.7883466718030675, 0.7883466718030675, 0.9101570726609244, 0.9741990563990476]",6.22486708223991
208,15,169,2017-02-19 15:34:07,Customer service,3,2,-1,Kigali Serena Hotel,-1.9563487,30.0626445,4.5,1709.0,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",Dan,9,3.56,1,35,28.993424686758832,-2.479809041621183,"['Piano Bar', 'Furniture House Ltd', 'Mimoza Bar', 'Range group', 'Range group']",1.7370194589768637,"[1.7370194589768637, 1.7398840325575948, 1.7655940112281938, 1.7712410621039298, 1.7712410621039298]",4.426089950689815
161,209,169,2010-05-16 02:24:39,Hotel accommodations,2,6,1,Kigali Serena Hotel,-1.9563487,30.0626445,4.5,1709.0,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",Annie,73,3.95,0,40,30.68141317909355,-1.4238106258055614,"['MU Salon', 'Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'Papyrus Restaurant Gishushu']",1.6559554669624463,"[1.6559554669624463, 1.7130211955338446, 1.7130211955338446, 1.7130211955338446, 1.7342461620256715]",5.671198277796688
265,343,169,2016-01-04 20:25:22,Hotel accommodations,2,6,1,Kigali Serena Hotel,-1.9563487,30.0626445,4.5,1709.0,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",Cynthia,115,3.66,0,35,29.89070314684909,-1.6888844796410276,"['ECO WASH  STEAM', 'Thella Cafe', 'Thella Cafe', 'Thella Cafe', 'Thella Cafe']",0.36658089415338646,"[0.36658089415338646, 0.46884745187052496, 0.46884745187052496, 0.46884745187052496, 0.46884745187052496]",6.087605445421972
324,263,73,2010-11-23 21:29:10,Grocery store,2,6,0,Africa Improved Foods,-1.9504229,30.1570094,4.6,10.0,"Event Planning & Services, Specialty Food, Food, Health Markets, Grocery, Caterers, Organic Stores",Max,132,3.8,1,35,29.36605916711852,-2.365486363124629,"['Piano Bar', 'Mimoza Bar', 'Range group', 'Range group', 'Range group']",0.9658649146972588,"[0.9658649146972588, 0.9819429804663696, 0.9990089417911058, 0.9990089417911058, 0.9990089417911058]",5.45060589034853
404,111,73,2015-03-04 22:51:07,Grocery store,1,10,1,Africa Improved Foods,-1.9504229,30.1570094,4.6,10.0,"Event Planning & Services, Specialty Food, Food, Health Markets, Grocery, Caterers, Organic Stores",Xander,55,4.73,1,45,30.724546183987677,-2.191349671065532,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'Mojo Palace', 'Mojo Palace']",1.067247452400768,"[1.067247452400768, 1.067247452400768, 1.067247452400768, 1.1573791879644373, 1.1573791879644373]",6.427373462224249
400,176,73,2009-03-03 20:58:55,Food retail,2,5,1,Africa Improved Foods,-1.9504229,30.1570094,4.6,10.0,"Event Planning & Services, Specialty Food, Food, Health Markets, Grocery, Caterers, Organic Stores",Meredith,119,3.76,0,30,30.545080135801744,-2.036373001153213,"['Africa Improved Foods', 'Africa Improved Foods', 'Africa Improved Foods', 'Nyandungu RestaurantBourbon Coffee', 'Ubumuntu Store']",0.6043141302425717,"[0.6043141302425717, 0.6043141302425717, 0.6043141302425717, 0.7276016796048091, 0.8021786208860386]",5.618586770226642
86,131,125,2011-10-28 03:48:39,Restaurant service,3,2,-1,Kaizen,-1.6050688,30.0802842,5.0,2.0,"Thai, Restaurants, Japanese, Chinese",Kevin,125,3.2,1,35,29.77775791769509,-2.208612851094366,"['Mimoza Bar', 'Water Access Rwanda', 'Piano Bar', 'Range group', 'Range group']",0.16468537382147483,"[0.16468537382147483, 0.2107552108658163, 0.24752749130273832, 0.2520130140371884, 0.2520130140371884]",5.373876510106208
114,175,31,2012-08-17 17:32:38,Bakery goods,2,7,1,Crusty Delights,-1.927459,30.0917724,0.0,0.0,"Bakeries, Food",SC,100,4.04,2,25,29.46518528117013,-2.353828597888506,"['Piano Bar', 'Mimoza Bar', 'Range group', 'Range group', 'Range group']",0.804230632437961,"[0.804230632437961, 0.8083073028160688, 0.8358474097271307, 0.8358474097271307, 0.8358474097271307]",4.337891587544862
316,201,150,2016-02-23 21:31:39,Hotel stay,1,10,1,Wanhua Casino,-1.95196,30.0708263,5.0,1.0,"Hotels, Hotels & Travel, Event Planning & Services",Rizma,1276,3.62,2,35,29.933552897854646,-1.5169085393820505,"['ECO WASH  STEAM', 'Thella Cafe', 'Thella Cafe', 'Thella Cafe', 'Thella Cafe']",0.8002394600857092,"[0.8002394600857092, 0.9134716358636439, 0.9134716358636439, 0.9134716358636439, 0.9134716358636439]",6.439177560209075
249,113,150,2009-05-22 22:32:59,Boutique hotel,2,8,1,Wanhua Casino,-1.95196,30.0708263,5.0,1.0,"Hotels, Hotels & Travel, Event Planning & Services",Dawn,5,4.83,0,30,30.236618542896817,-2.351351883472692,"['Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Gahanga Cricket Stadium', 'Posada Lounge']",0.44565558628888247,"[0.44565558628888247, 0.44565558628888247, 0.44565558628888247, 0.44565558628888247, 0.5633965020639504]",7.040013945257191
134,166,144,2016-01-17 06:11:00,Customer service,1,10,1,Inzora Rooftop Café,-1.9498209,30.0913233,4.4,419.0,"Food, Cupcakes, Desserts, Bakeries",Shelly,63,3.6,0,30,29.08501893008573,-2.4427606405676903,"['Piano Bar', 'Mimoza Bar', 'Furniture House Ltd', 'Range group', 'Range group']",1.5327542713940567,"[1.5327542713940567, 1.5606393204042863, 1.5641564738594236, 1.5669237235880917, 1.5669237235880917]",5.529802504951173
291,145,144,2017-04-30 15:49:04,Dessert shop,1,10,1,Inzora Rooftop Café,-1.9498209,30.0913233,4.4,419.0,"Food, Cupcakes, Desserts, Bakeries",Evelyn,18,4.47,0,30,30.14503580885015,-1.4547119890164475,"['ECO WASH  STEAM', 'Kunda Gelato  Gacuriro', 'Kunda Gelato  Gacuriro', 'Kunda Gelato  Gacuriro', 'Kunda Gelato  Gacuriro']",1.0588761098130028,"[1.0588761098130028, 1.1472592013335947, 1.1472592013335947, 1.1472592013335947, 1.1472592013335947]",6.203116058480466
255,309,144,2015-08-19 12:12:08,Pudding,1,9,1,Inzora Rooftop Café,-1.9498209,30.0913233,4.4,419.0,"Food, Cupcakes, Desserts, Bakeries",Lina,5,3.2,0,30,30.21378713147382,-1.894878443556381,"['MU Salon', 'Papyrus Restaurant Gishushu', 'Papyrus Restaurant Gishushu', 'Princes and Princesses of Heaven', 'Africa Improved Foods']",0.15819350343567892,"[0.15819350343567892, 0.21839898371962876, 0.21839898371962876, 0.22371312750404462, 0.2848764159026506]",5.945002410792024
183,32,144,2017-05-13 13:26:34,Bakery service,2,7,1,Inzora Rooftop Café,-1.9498209,30.0913233,4.4,419.0,"Food, Cupcakes, Desserts, Bakeries",Jessica,319,3.89,0,32,29.95945836266079,-2.169754425952965,"['Naman Restaurant', 'Naman Restaurant', 'Oippa Rwanda', 'Garden Fresh Rwanda', 'Garden Fresh Rwanda']",0.137326152603621,"[0.137326152603621, 0.137326152603621, 0.15016868456906385, 0.1798743276097064, 0.1798743276097064]",6.416059501474214
